cbsa_geoid,cbsa_name,cbsa_type,population,median_hh_income,ba_plus_share,sg_stores,sg_pipeline,cmg_stores,land_sq_mi,density,sg_per_m,cmg_per_m
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",metro,1969353,157444,0.5481277268397755,6,0,29,2679.7357784009287,734.9056634140127,3.046685891254641,14.72564847439743
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",metro,1782590,80533,0.3512203732925951,0,0,21,3201.87182210655,556.733716725491,0,11.780611357631312
39300,"Providence-Warwick, RI-MA Metro Area",metro,1673807,85646,0.3500136627230313,2,0,22,1587.000695922114,1054.6983402722758,1.1948808912855544,13.143689804141099
27260,"Jacksonville, FL Metro Area",metro,1645707,77013,0.3512201463529974,1,0,23,3201.7667370681484,513.9996555486022,0.6076415789687958,13.975756316282302
33340,"Milwaukee-Waukesha, WI Metro Area",metro,1566361,76404,0.3878867646689236,2,0,13,1454.8367961426666,1076.6575358507753,1.2768448652641378,8.299491624216895
39580,"Raleigh-Cary, NC Metro Area",metro,1449594,96066,0.5023074474047446,1,0,25,2118.432267629213,684.2767749295447,0.6898483299461781,17.24620824865445
36420,"Oklahoma City, OK Metro Area",metro,1445122,70499,0.3342024903145037,0,0,8,5511.7232696485235,262.1905943569177,0,5.5358647920383195
31140,"Louisville/Jefferson County, KY-IN Metro Area",metro,1361847,71737,0.3214813248394174,0,0,11,3960.8080166051423,343.8306007992925,0,8.07726565465871
32820,"Memphis, TN-MS-AR Metro Area",metro,1341606,64743,0.30737222680936555,0,0,12,4981.852158773038,269.2986377842291,0,8.94450382601151
40060,"Richmond, VA Metro Area",metro,1327321,84405,0.40203555740029745,1,0,22,4364.318439284264,304.13019087985634,0.75339725657923,16.574739644743058
41620,"Salt Lake City-Murray, UT Metro Area",metro,1261337,95045,0.3776261687332751,1,0,15,7793.120835214954,161.8526167720084,0.7928095346445875,11.892143019668813
13820,"Birmingham, AL Metro Area",metro,1181432,69627,0.33213000409494836,0,0,11,5279.777877049791,223.76547413774063,0,9.310734769330779
23420,"Fresno, CA Metro Area",metro,1170942,71897,0.22932285600231858,0,0,15,8095.300032477756,144.64466978398153,0,12.810198968010372
15380,"Buffalo-Cheektowaga, NY Metro Area",metro,1161385,70572,0.3512266684448863,0,0,10,1565.1112649316372,742.0462851570674,0,8.610409123589509
24340,"Grand Rapids-Wyoming-Kentwood, MI Metro Area",metro,1154320,80296,0.3538194200933523,0,0,7,3242.202747023422,356.0295546167647,0,6.064176311594705
25540,"Hartford-West Hartford-East Hartford, CT Metro Area",metro,1144012,92823,0.42127596199790257,1,0,15,1451.4633563317786,788.1783546304694,0.8741167050695272,13.111750576042908
40380,"Rochester, NY Metro Area",metro,1058875,74438,0.37843021401278343,0,0,14,2927.766268394182,361.6665071357525,0,13.221579506551764
46060,"Tucson, AZ Metro Area",metro,1049947,67929,0.35870627429206,0,0,16,9188.682682794248,114.26523651382797,0,15.238864437919247
46140,"Tulsa, OK Metro Area",metro,1026209,67823,0.2978742678139104,0,0,10,6270.276122618957,163.6624894872054,0,9.744603682095947
46520,"Urban Honolulu, HI Metro Area",metro,1003666,104264,0.377229953386872,0,0,0,600.7856429889171,1670.589188860685,0,0
35380,"New Orleans-Metairie, LA Metro Area",metro,988763,62271,0.3304942465183893,0,0,5,2358.5515703390624,419.22466840861006,0,5.056823525961226
36540,"Omaha, NE-IA Metro Area",metro,972840,83023,0.39092540494060246,0,0,11,4345.552321087683,223.87027657660332,0,11.307100859339664
14860,"Bridgeport-Stamford-Danbury, CT Metro Area",metro,947528,111656,0.5053265747685345,3,0,14,672.3084242267043,1409.3650560601793,3.1661333490936414,14.775288962436994
24860,"Greenville-Anderson-Greer, SC Metro Area",metro,945301,69016,0.33704246201791976,0,0,12,2709.5981633676306,348.87128755104055,0,12.6943693067076
28940,"Knoxville, TN Metro Area",metro,919553,69734,0.3186019295230111,0,0,6,3500.9304340011045,262.65960359260026,0,6.524909385320911
10740,"Albuquerque, NM Metro Area",metro,918567,67995,0.3502546802434145,0,0,7,9283.396146556055,98.9473017739062,0,7.62056551128007
12540,"Bakersfield-Delano, CA Metro Area",metro,910433,67660,0.18573575991839802,0,0,12,8134.672646817672,111.92005376592091,0,13.180541566485397
10580,"Albany-Schenectady-Troy, NY Metro Area",metro,902372,86072,0.4090556397419928,0,0,10,2811.8039333392926,320.9228030804925,0,11.081904137096453
32580,"McAllen-Edinburg-Mission, TX Metro Area",metro,880921,52281,0.20326666943034638,0,0,5,1571.194661198657,560.6695476726923,0,5.675877859649163
12940,"Baton Rouge, LA Metro Area",metro,871379,68910,0.29987171715747774,0,0,4,4370.700761633999,199.36825866665657,0,4.590425061884668
21340,"El Paso, TX Metro Area",metro,869606,58800,0.2530908944095047,0,0,10,5584.007431987787,155.7315262545127,0,11.499460675294328
10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",metro,866764,82602,0.327301738744222,0,0,8,1453.0235233396497,596.5244100163069,0,9.22973266079348
35840,"North Port-Bradenton-Sarasota, FL Metro Area",metro,865031,78278,0.37178649173035516,0,0,13,1298.7680090160723,666.0396575792893,0,15.028363145367045
49340,"Worcester, MA Metro Area",metro,861664,93561,0.3902564536718409,0,1,7,1510.6766524885709,570.3828139400724,0,8.123816243918743
17900,"Columbia, SC Metro Area",metro,839868,66146,0.3504178253081227,0,0,10,3703.0897354196736,226.80195728630304,0,11.906632947082162
37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",metro,838259,107327,0.3566576039958768,1,0,9,1840.7748597733912,455.3837725180547,1.1929487187134287,10.736538468420859
16700,"Charleston-North Charleston, SC Metro Area",metro,817756,82272,0.3995005563976973,0,0,11,2590.1805954622705,315.71389324459625,0,13.451445174355186
19430,"Dayton-Kettering-Beavercreek, OH Metro Area",metro,813608,69752,0.3196379653005318,0,0,19,1281.5626138144705,634.8562225753135,0,23.35276939263134
15980,"Cape Coral-Fort Myers, FL Metro Area",metro,792692,73099,0.30759320033801635,0,0,7,781.0263630901379,1014.9362908362106,0,8.83066815358298
14260,"Boise City, ID Metro Area",metro,790640,82694,0.3660330231884549,0,0,9,11766.593544709362,67.19361869650857,0,11.383183243954266
44700,"Stockton-Lodi, CA Metro Area",metro,787416,88531,0.21572958036625103,0,0,12,1392.2376022027377,565.5758749470526,0,15.239720808314791
24660,"Greensboro-High Point, NC Metro Area",metro,779894,63083,0.3141604436144931,0,0,12,1993.9560934895567,391.1289734746031,0,15.386706398561856
29460,"Lakeland-Winter Haven, FL Metro Area",metro,760961,63644,0.22640908487686504,0,0,10,1798.1187824835229,423.1984045842495,0,13.141277936714234
17820,"Colorado Springs, CO Metro Area",metro,760782,87180,0.40994632948599175,0,0,13,2683.556882429086,283.49762398602854,0,17.087680833668514
30780,"Little Rock-North Little Rock-Conway, AR Metro Area",metro,753605,65309,0.3286406117918454,0,0,6,4083.79909126301,184.5352778524984,0,7.961730614844647
19780,"Des Moines-West Des Moines, IA Metro Area",metro,720331,84209,0.3909640431233252,0,0,7,3612.3075132572717,199.41021005447755,0,9.717754754411512
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY Metro Area",metro,700984,96912,0.35607814268571863,1,0,6,1607.679755719033,436.0221602009821,1.4265660842472865,8.55939650548372
10420,"Akron, OH Metro Area",metro,699508,71312,0.34460658888630435,0,0,20,900.2012086457031,777.0573881503296,0,28.59152432852805
39340,"Provo-Orem-Lehi, UT Metro Area",metro,695895,96745,0.4337256952056527,0,0,8,5396.272284431453,128.95846675633769,0,11.495987181974291
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",metro,689939,67599,0.27778024485887115,0,0,10,1587.3071463636952,434.66004772961327,0,14.494034979904022
31540,"Madison, WI Metro Area",metro,683967,86827,0.49293075150198495,2,0,6,3308.838247137745,206.70910721962736,2.924117684040312,8.772353052120936
49180,"Winston-Salem, NC Metro Area",metro,683637,64282,0.29580955369181583,0,0,5,2009.0018907461317,340.28688730905134,0,7.313822979154141
45060,"Syracuse, NY Metro Area",metro,657128,73558,0.3421515777527552,0,0,5,2384.84983624114,275.54271552615927,0,7.608867678747519
48620,"Wichita, KS Metro Area",metro,648935,68930,0.31511175556900783,0,0,11,4148.1404202276435,156.43997894468274,0,16.950850239238136
36260,"Ogden, UT Metro Area",metro,645510,98361,0.3415778618952788,0,0,8,1544.961628028478,417.81620222097933,0,12.393301420582175
37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",metro,620533,75817,0.33539885717731843,0,0,9,1014.9698822362548,611.3807028764213,0,14.503660562774261
12260,"Augusta-Richmond County, GA-SC Metro Area",metro,618022,66628,0.2877601040297255,0,0,2,3480.703814119054,177.556618719774,0,3.2361307526269294
27140,"Jackson, MS Metro Area",metro,615908,60489,0.31552182567549897,0,0,4,6014.244440295905,102.40820873082053,0,6.494476447781162
45780,"Toledo, OH Metro Area",metro,602977,63749,0.29625230279891934,0,0,11,1362.27604844101,442.6246799905551,0,18.242818548634524
25420,"Harrisburg-Carlisle, PA Metro Area",metro,597894,79281,0.3536842307341585,0,0,11,1621.8017217075178,368.6603559469069,0,18.397909997424293
20500,"Durham-Chapel Hill, NC Metro Area",metro,594291,81017,0.5233692116987199,1,0,12,1758.9054545891333,337.87546593220486,1.6826773415717216,20.19212809886066
44060,"Spokane-Spokane Valley, WA Metro Area",metro,591793,72836,0.31237076579542666,0,0,7,4241.326587788853,139.53016532700482,0,11.828460289324138
16860,"Chattanooga, TN-GA Metro Area",metro,569333,68666,0.3133588023743451,0,0,3,2088.7933694027656,272.5654956300371,0,5.269323928175602
42540,"Scranton--Wilkes-Barre, PA Metro Area",metro,567887,63656,0.2676849831382662,0,0,5,1745.951488943322,325.25932340977835,0,8.804568514510809
35300,"New Haven, CT Metro Area",metro,566803,86266,0.41071487056748757,1,0,6,367.1689230264459,1543.7118025350287,1.764281417000263,10.585688502001577
22220,"Fayetteville-Springdale-Rogers, AR Metro Area",metro,563436,77979,0.34966792367093275,2,0,7,2623.420216010181,214.77154005350297,3.5496489397198614,12.423771289019514
38860,"Portland-South Portland, ME Metro Area",metro,557764,88602,0.445727393363096,0,0,5,2081.3678611829614,267.9795390340036,0,8.964364856821163
39900,"Reno, NV Metro Area",metro,556539,84684,0.31376948722585446,0,0,6,8582.72638865512,64.84408040033156,0,10.780915623163875
29540,"Lancaster, PA Metro Area",metro,555151,83703,0.3097516011633266,0,0,4,943.9238892876617,588.1311049548161,0,7.205246860764009
33700,"Modesto, CA Metro Area",metro,552250,79661,0.19136945701036628,0,0,7,1496.1500993145487,369.1140349173587,0,12.675418741511995
30460,"Lexington-Fayette, KY Metro Area",metro,517378,70717,0.41069464421693885,0,0,13,1469.966089921548,351.9659423079701,0,25.12669653522183
37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",metro,516994,73588,0.29714549834724635,0,0,7,1669.3949610448212,309.68944561593133,0,13.539808972637982
38940,"Port St. Lucie, FL Metro Area",metro,506701,72506,0.2908188480679118,0,0,7,1115.695691745859,454.1569925820059,0,13.81485333559634
26620,"Huntsville, AL Metro Area",metro,504712,83529,0.4236844146108177,0,0,6,1365.005488384269,369.75089426007946,0,11.887967791532596
28660,"Killeen-Temple, TX Metro Area",metro,485850,67203,0.253905940463298,0,0,6,2818.606055299613,172.37243888215338,0,12.34949058351343
42220,"Santa Rosa-Petaluma, CA Metro Area",metro,485642,102840,0.378469385158651,1,0,4,1575.3368126466032,308.27820190661953,2.0591299764023705,8.236519905609482
44180,"Springfield, MO Metro Area",metro,481671,61488,0.2992808593370882,0,0,3,3006.9724644411594,160.18470594459458,0,6.2283176691143955
47300,"Visalia, CA Metro Area",metro,475774,69489,0.15839490911134213,0,0,7,4823.898923613206,98.62851762317501,0,14.712867874242814
29620,"Lansing-East Lansing, MI Metro Area",metro,470434,70886,0.3725123894034924,0,0,4,1698.6442609576304,276.9467455974492,0,8.502786788369887
44140,"Springfield, MA Metro Area",metro,462853,70535,0.2892509019063518,0,0,7,617.0047969834117,750.1611045212732,0,15.123592155608799
49620,"York-Hanover, PA Metro Area",metro,459312,82238,0.2721075977067509,0,0,5,904.3655327823108,507.88313281567827,0,10.885846657609642
47930,"Waterbury-Shelton, CT Metro Area",metro,452303,86365,0.33788602611721225,0,0,5,412.7842733610078,1095.736996754308,0,11.054536450123036
23060,"Fort Wayne, IN Metro Area",metro,451440,69378,0.29675773596066396,0,0,4,1360.854828403054,331.73266580518305,0,8.86053517632465
46700,"Vallejo, CA Metro Area",metro,450824,99994,0.28367041437079976,0,0,5,821.7362534533025,548.6237197220353,0,11.090802619203947
18580,"Corpus Christi, TX Metro Area",metro,446797,65801,0.2295557558114215,0,0,3,1784.6353680751067,250.3575845198628,0,6.714458691531053
42200,"Santa Maria-Santa Barbara, CA Metro Area",metro,443975,95977,0.35869939954606833,0,0,4,2733.941097127276,162.39376937071268,0,9.009516301593559
48900,"Wilmington, NC Metro Area",metro,440578,73687,0.38510203007821325,0,0,5,1913.6194316351516,230.23282096562662,0,11.348728261511015
41500,"Salinas, CA Metro Area",metro,435834,94486,0.27883727092389554,0,0,5,3281.7176504335384,132.8066721225768,0,11.472257786221359
41420,"Salem, OR Metro Area",metro,435085,76010,0.2691651942093679,0,0,5,1921.7634165123638,226.3988357055921,0,11.492007308916648
39740,"Reading, PA Metro Area",metro,429989,77684,0.2716939162140192,0,0,4,856.4025087358413,502.08750629971684,0,9.30256355395138
49660,"Youngstown-Warren, OH Metro Area",metro,428430,55357,0.23506473198287714,0,0,7,1029.0660295733944,416.3289698500768,0,16.338725112620498
31700,"Manchester-Nashua, NH Metro Area",metro,424732,100436,0.40620348208137974,1,0,4,876.5299339540212,484.5607474967073,2.354425849712289,9.417703398849156
15180,"Brownsville-Harlingen, TX Metro Area",metro,423192,51334,0.20558113905616562,0,0,2,891.7194110207711,474.5797778648361,0,4.725987258738351
25060,"Gulfport-Biloxi, MS Metro Area",metro,418452,61266,0.24706255511521477,0,0,2,2215.909466858518,188.8398448846545,0,4.7795207096632355
33660,"Mobile, AL Metro Area",metro,413162,58119,0.25150224087237016,0,0,3,1229.3740344622663,336.0750987234889,0,7.261074348560613
42340,"Savannah, GA Metro Area",metro,412089,74632,0.34946962252673486,0,0,6,1349.1091470686326,305.4526766017368,0,14.559961561701478
29180,"Lafayette, LA Metro Area",metro,410883,60910,0.26981929887965306,0,0,1,2833.5950534537396,145.00413511775207,0,2.4337828530262873
11700,"Asheville, NC Metro Area",metro,410817,69236,0.41204506916847256,0,0,5,1479.052686848049,277.7568396670682,0,12.170869267824846
22420,"Flint, MI Metro Area",metro,404087,60673,0.22838229209764171,0,0,3,636.9427483587946,634.4165170907555,0,7.424143810615042
15940,"Canton-Massillon, OH Metro Area",metro,400495,65666,0.24233001290029105,0,0,11,969.8194185918484,412.95832226323944,0,27.46601081162062
11260,"Anchorage, AK Metro Area",metro,399746,95918,0.3399163350063822,0,0,0,26414.309807005255,15.133690901663638,0,0
13140,"Beaumont-Port Arthur, TX Metro Area",metro,396058,65245,0.19288088224186117,0,0,3,2101.0964197051853,188.5006305686689,0,7.57464815759308
22180,"Fayetteville, NC Metro Area",metro,389851,58909,0.26362121416843753,0,0,4,1042.7186463029748,373.87937904653523,0,10.260330228728412
43340,"Shreveport-Bossier City, LA Metro Area",metro,389004,54635,0.25225491309780756,0,0,3,2595.4932746776203,149.87671276024292,0,7.712002961409137
45220,"Tallahassee, FL Metro Area",metro,388298,63078,0.4085627688938287,0,0,4,2389.3003609194175,162.51535652494547,0,10.301366476263077
36100,"Ocala, FL Metro Area",metro,387697,58535,0.22375784121369552,0,0,4,1588.4221568878168,244.07680182427808,0,10.317335444947988
34940,"Naples-Marco Island, FL Metro Area",metro,387681,86173,0.3954141631831966,0,0,4,1996.8475140992057,194.14652208678342,0,10.317761252163505
33860,"Montgomery, AL Metro Area",metro,385159,62746,0.30436837252189947,0,0,3,2714.4107812139728,141.8941461128976,0,7.788991040063974
45940,"Trenton-Princeton, NJ Metro Area",metro,383286,96333,0.44900184565116036,0,1,3,224.4780220245876,1707.4544605441051,0,7.827053427466695
21660,"Eugene-Springfield, OR Metro Area",metro,382628,69311,0.33432876086133834,0,0,4,4554.09226762821,84.01849973919704,0,10.454018001818998
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",metro,381864,71925,0.2937925477123537,0,0,3,2269.893438236672,168.2299237345012,0,7.856200113129282
26580,"Huntington-Ashland, WV-KY-OH Metro Area",metro,372801,58483,0.22994531237998678,0,0,2,2915.5155577142787,127.86795083757691,0,5.364792476415031
12100,"Atlantic City-Hammonton, NJ Metro Area",metro,369940,80600,0.328810838915807,0,0,6,807.0988584576938,458.35772919680244,0,16.218846299399903
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC Metro Area",metro,368937,64623,0.26596009839938445,0,0,5,1133.1588105244236,325.58278378408113,0,13.552449334168164
11460,"Ann Arbor, MI Metro Area",metro,368394,87156,0.5813050562655939,2,0,4,706.0032101846213,521.802159941545,5.4289700700880035,10.857940140176007
25860,"Hickory-Lenoir-Morganton, NC Metro Area",metro,366972,60255,0.21390502676241452,0,0,4,1639.4832414887032,223.83394396076758,0,10.900014170018421
37900,"Peoria, IL Metro Area",metro,365773,70872,0.3163411546454135,0,0,3,2467.6490090141765,148.2273202809041,0,8.201808225320075
43900,"Spartanburg, SC Metro Area",metro,365086,62440,0.24778778883603658,0,0,3,1321.9626571953645,276.1696769669389,0,8.217241964906899
22660,"Fort Collins-Loveland, CO Metro Area",metro,363561,91364,0.5173804084344712,0,0,5,2595.7465739099475,140.06028310089286,0,13.75285027822016
31180,"Lubbock, TX Metro Area",metro,354782,62288,0.3134795800603105,0,0,5,5264.5573488752425,67.39066107348953,0,14.093161434345598
23540,"Gainesville, FL Metro Area",metro,344521,58946,0.4094287105338098,0,0,3,2343.5940414413717,147.00540874737442,0,8.70774205345973
30700,"Lincoln, NE Metro Area",metro,341309,73095,0.405854966074072,0,0,5,1408.989940112119,242.23664788752194,0,14.649481847827044
24540,"Greeley, CO Metro Area",metro,340711,93287,0.319562243502052,0,0,2,3984.9579162739865,85.49927180123684,0,5.870077573075128
40420,"Rockford, IL Metro Area",metro,336605,66571,0.24384949982058307,0,0,5,793.7902008360958,424.047814706525,0,14.854205968419958
24580,"Green Bay, WI Metro Area",metro,329375,77459,0.29885831498456045,0,0,2,1870.0228461666568,176.13421176922137,0,6.072106261859583
17300,"Clarksville, TN-KY Metro Area",metro,328626,66210,0.2800991466724143,0,0,4,2158.037820876328,152.28000029515366,0,12.17189145107204
14500,"Boulder, CO Metro Area",metro,328317,102772,0.6390899548172151,1,0,7,726.3847566466242,451.98773376754866,3.0458367979726906,21.320857585808835
17980,"Columbus, GA-AL Metro Area",metro,326136,57762,0.26875261202426715,0,0,3,2786.0786175578237,117.05915186480958,0,9.198616528074178
43780,"South Bend-Mishawaka, IN-MI Metro Area",metro,324180,65385,0.3071930672815859,0,0,5,947.8892155995264,342.0019920734732,0,15.423530137577888
40220,"Roanoke, VA Metro Area",metro,314661,67447,0.30575772637707915,0,0,5,1867.5682866358798,168.4870118279908,0,15.890116665236555
28700,"Kingsport-Bristol, TN-VA Metro Area",metro,309580,55948,0.23762780109741174,0,0,2,2010.4907933341826,153.982301747622,0,6.460365656696169
28420,"Kennewick-Richland, WA Metro Area",metro,307900,85881,0.2928266518188567,0,0,4,2941.7232876794947,104.66654062587894,0,12.991230919129586
47380,"Waco, TX Metro Area",metro,299217,63880,0.26437467372660156,0,0,2,2785.15654035184,107.43274055331945,0,6.684112199507381
25180,"Hagerstown-Martinsburg, MD-WV Metro Area",metro,298525,75473,0.23494560205646683,0,0,4,1008.0039672460118,296.15458837489126,0,13.399212796248221
36500,"Olympia-Lacey-Tumwater, WA Metro Area",metro,296640,93985,0.37175424490375064,0,0,5,722.5011724088572,410.573728221072,0,16.8554476806904
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",metro,294127,79150,0.3422375071547066,0,0,3,1968.1598275754247,149.44263970794228,0,10.199675650314319
43620,"Sioux Falls, SD-MN Metro Area",metro,293107,81418,0.3574579072409875,0,0,2,3057.861748253354,95.85358140125932,0,6.8234467276455355
46540,"Utica-Rome, NY Metro Area",metro,289577,68830,0.26659405401391195,0,0,2,2623.028067491785,110.39797994876275,0,6.906625871529853
30980,"Longview, TX Metro Area",metro,288921,65210,0.2081292747872396,0,0,1,2680.617411019698,107.78151287545931,0,3.461153740988021
32900,"Merced, CA Metro Area",metro,285597,65044,0.14780215294542995,0,0,3,1938.0039296782718,147.36657425014198,0,10.504312020084244
42020,"San Luis Obispo-Paso Robles, CA Metro Area",metro,281486,93398,0.39201400387945307,0,0,3,3300.8417424742543,85.2770359687111,0,10.657723652330844
20260,"Duluth, MN-WI Metro Area",metro,280710,71067,0.3080476550217449,0,0,1,8413.578189360878,33.36392598751419,0,3.5623953546364575
35980,"Norwich-New London-Willimantic, CT Metro Area",metro,279025,84185,0.34637081228059496,0,0,4,598.1351717479506,466.49154435208317,0,14.335633007795
14740,"Bremerton-Silverdale-Port Orchard, WA Metro Area",metro,276581,98546,0.3652506821976948,0,0,3,395.11126944903236,700.0078747075012,0,10.846732060409066
16300,"Cedar Rapids, IA Metro Area",metro,275960,77084,0.3277898212467891,0,0,2,2008.7310292710185,137.3802644449355,0,7.247427163357009
